34 	  1 ## Nb of species / initial method (0 for total mass, 1 for bin mass )  ID,group ID, emission,init mass(Nsizebin)
1         PMD   5           2.05156975426e-05	0.866656839848	3.03288817406	3.92635965347	2.17405295372	0.989869117737
2         PBC   4           0.0519271492958	0.320389598608	0.977979063988	0.331002831459	0.232504367828	8.89473813004e-06
3         PNA   1           8.3943390905e-08	7.27062870283e-05	0.0306451376528	0.186154529452	0.257748782635	0.0607235021889
4         PSO4  1           0.0144587904215	0.206099718809	0.472318857908	0.881367146969	0.167790412903	0.0171488672495
5         PNH4   1          0.00194126379211	0.0859975367785	0.767044365406	1.50045442581	0.222956106067	0.00705574918538
6         PNO3   1          0.00146998965647	0.09201143682	1.05585086346	2.40242624283	0.424790740013	0.0195493157953
7         PHCL   1          0.00196463568136	0.0734886080027	0.767966151237	1.49785017967	0.390814840794	0.0456605255604
8         PBiA2D   2        0.000609603303019	0.0132059110329	0.0986502170563	0.144229769707	0.0178841724992	0.00055029860232
9         PBiA1D   2        2.04955758818e-05	0.000820006127469	0.00391931738704	0.00453164055943	0.000500934314914	1.70072671608e-05 
10        PBiA0D   2        0.000563945737667	0.0467538833618	0.211153745651	0.220283553004	0.0272865369916	0.00117404176854
11        PAGLY    2        0.0	0.0	0.0	0.0	0.0	0.0
12        PAMGLY   2        1.67019972478e-14	1.22154605767e-13	1.11816209503e-12	1.62819117997e-12	1.97462949854e-13	5.94276113508e-15
13        PBiMT    2        1.87258208939e-08	2.47148045673e-06	7.62945910537e-06	1.21091907204e-05	1.71415820205e-06	4.71478358577e-08
14        PBiPER   2        4.61034545651e-07	4.40838739451e-05	0.000221749360207	0.000259825814283	2.33368991758e-05	3.8993229623e-07
15        PBiDER   2        1.60593499459e-05	0.00312373414636	0.00729177938774	0.0109783038497	0.00158139807172	4.39600407844e-05
16        PBiMGA   2        6.76474155625e-05	0.00108822213951	0.0104533694685	0.0164391417056	0.00178489868995	3.05408466375e-05
17        PAnBlP   3        6.92868125043e-05	0.00223728804849	0.0108966939151	0.0142434872687	0.0022255142685	0.000154952329467
18        PAnBmP   3        4.20525248046e-05	0.00114112941083	0.0056759994477	0.00664111599326	0.000897474470548	0.000158831317094
19        PBiBlP   3        1.68811823187e-06	0.00038046282134	0.000867417489644	0.000922130653635	0.000110327731818	7.89035948401e-06
20        PBiBmP   3        4.80510834677e-06	0.000625494576525	0.00186777871568	0.00228078616783	0.000315126031637	1.94943768292e-05
21        PBiNGA   3        0.000117133720778	0.0032177506946	0.0163280107081	0.0203296877444	0.00310078100301	0.000321175844874
22        PBiNIT3  3        3.01901054627e-05	0.000892526353709	0.00490003917366	0.00613965699449	0.000889674643986	0.000132552071591
23        PBiNIT    3       0.00022921791242	0.00635650847107	0.0340864658356	0.0389125794172	0.0051076663658	0.000305991794448
24        PAnClP     3      1.95135271497e-05	0.00408446788788	0.00787937827408	0.0114764682949	0.00173490925226	0.00013203144772
25        PSOAlP     3       4.84185438836e-05	0.00610925769433	0.025361713022	0.0241149887443	0.00199530320242	5.25653158547e-05
26        PSOAmP     3       0.000115122056741	0.0106539074332	0.0495629571378	0.0555643588305	0.0055791689083	0.000178640417289
27        PSOAhP      3      0.000527160358615	0.0171047486365	0.101481817663	0.127015888691	0.0186532307416	0.000979263917543
28        PPOAlP      3      0.0042634550482	0.105540461838	0.616309404373	0.72409850359	0.0955500528216	0.00496372580528
29        PPOAmP      3      0.00170641462319	0.0398828797042	0.234285593033	0.270842969418	0.036571547389	0.00197811541148 
30        PPOAhP      3      6.16301695118e-05	0.00144145498052	0.00841840729117	0.00968975480646	0.00131135981064	7.15225105523e-05
31        PMonomer 3  0.0 0.0 0.0 0.0 0.0 0.0
32        PDimer   3  0.0 0.0 0.0 0.0 0.0 0.0
33        PBiA3D   2  0.0 0.0 0.0 0.0 0.0 0.0
34        PorgNIT  3  0.0 0.0 0.0 0.0 0.0 0.0
