# Nb_species
85
# species       init_conc
AACD	 0.0798189938068
ALD2	 0.635590851307
ALDX	 0.285892039537
API	 0.0681138634682
AnBlP	 0.0162640940398
AnBmP	 0.344251066446
AnClP	 8.20807908894e-05
BPI	 0.0259414780885
BiA0D	 0.0307814404368
BiA1D	 0.0529211238027
BiA2D	 0.798767566681
BiBlP	 8.3801516837e-08
BiBmP	 9.38219454838e-05
BiDER	 0.000317551020999
BiMGA	 0.0793100595474
BiMT	 1.15002887924e-06
BiNGA	 0.0898937731981
BiNIT	 0.181157648563
BiPER	 0.000191385304788
C2O3	 4.92085700898e-06
CH4	 1106.07861328
CO	 290.859954834
CRES	 0.00355622335337
CRO	 1.92612390038e-07
CXO3	 1.63008178333e-06
ETH	 0.150649651885
ETHA	 1.11477255821
ETOH	 1.85104012489
FACD	 0.00613981438801
FORM	 7.03239679337
H2O2	 0.107966043055
HC8	 5.64638805389
HCL	 0.927541315556
HCO3	 1.35272628654e-07
HNO3	 0.514079749584
HNO4	 0.0274496935308
HO2	 0.000185482305824
HONO	 0.230947420001
HUM	 0.00613824045286
IOLE	 0.223604291677
ISON	 0.027096984908
ISOP	 0.713343799114
ISOR	 0.000462781143142
ISPD	 0.0565668828785
LIM	 0.0246786624193
MACR	 2.07023731491e-06
MEO2	 1.676073407e-05
MEOH	 0.82451236248
MEPX	 0.109352782369
MGLY	 0.0206230543554
MPAN	 0.0157241690904
N2O5	 0.148728519678
NH3	 0.410985738039
BiNIT3	 0.113275282085
NO	 0.34109556675
NO2	 27.8229427338
NO3	 0.00126339541748
NTR	 1.18880367279
O	 3.37581941567e-11
O1D	 1.39067168471e-19
O3	 44.7101173401
OH	 8.89152943273e-07
OLE	 0.753350198269
OPEN	 0.00500656850636
PACD	 0.163218542933
PAN	 1.91067004204
PANX	 0.36144477129
PAR	 35.2753639221
POAhP	 2.63851809502
POAlP	 0.0255767647177
POAmP	 1.39576280117
ROOH	 0.517904043198
ROR	 3.65666857904e-10
SO2	 4.18918037415
SOAhP	 0.34135761857
SOAlP	 9.67301457422e-06
SOAmP	 0.00297765061259
SULF	 2.56936637015e-05
TO2	 4.25716308428e-07
TOL	 2.96559977531
TOLP	 3.47369791598e-06
XO2	 0.000354896328645
XO2N	 4.69805127068e-05
XYL	 4.07418584824
XYLP	 1.99203841476e-05
