#Name       Type group ID	  MW    Precursor    coll_fac        mole_diam       surf_tens accomod  mass_dens  non-volatile  partitioning       smiles  psat_torr     dHvap    Henry    Tref
PP02000	    4	 1	121.0	P02000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.988e1	39.74	0.0	298	
PDK3000	    4	 1	72.0	DK3000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.131e+2	35.19	0.0	298	
PFURON	    4	 1	84.0	FURON	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.180e-1	51.15	0.0	298	
PUD4000	    4	 1	84.0	UD4000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.317e-1	55.61	0.0	298	
PDD3001	    4	 1	58.0	DD3001	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.945	51.14	0.0	298	
PMALAHY	    4	 1	98.0	MALAHY	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.563e-3	75.42	0.0	298	
PMFUR	    4	 1	98.0	MFUR	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.043e-1	52.77	0.0	298	
PUD5000	    4	 1	98.0	UD5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	5.127	46.24	0.0	298	
PUD5001	    4	 1	98.0	UD5001	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	5.405e-1	55.99	0.0	298	
PAR0010	    4	 1	100.0	AR0010	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	8.423	45.88	0.0	298	
PDK4000	    4	 1	102.0	DK4000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.112e-1	63.91	0.0	298	
PAR0088	    4	 1	108.0	AR0088	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	4.893e-1	55.58	0.0	298	
PAR0043	4	1	110.0	AR0043	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	5.299e-2	66.03	0.0	298	
PAU5002	4	1	114.0	AU5002	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.910e-2	70.63	0.0	298	
PPU5000	4	1	175.0	PU5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.493e-1	60.71	0.0	298	
PPU5001	4	1	175.0	PU5001	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.493e-1	60.71	0.0	298	
PPU5002	4	1	175.0	PU5002	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.097e-2	62.59	0.0	298	
PAR0130	4	1	183.0	AR0130	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.917e-2	62.99	0.0	298	
PAR0127	4	1	122.0	AR0127	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	5.111e-1	53.60	0.0	298	
PPK5001	4	1	207.0	PK5001	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.836e-4	91.76	0.0	298	
PPP4004	4	1	270.0	PP4004	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.221e-6	105.11	0.0	298	
PAR0134	4	1	148.0	AR0134	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.392e-5	102.92	0.0	298	
PAR0144	4	1	140.0	AR0144	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.488e-4	91.45	0.0	298	
PAR0087	4	1	140.0	AR0087	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.221e-1	58.10	0.0	298	
PAR0027	4	1	139.0	AR0027	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	8.057e-3	72.11	0.0	298	
PAR0093	4	1	203.0	AR0093	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.720e-3	81.41	0.0	298	
PPK5003	4	1	223.0	PK5003	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.804e-7	121.03	0.0	298	
PAR0113	4	1	153.0	AR0113	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.685e-3	76.93	0.0	298	
PAR0090	4	1	153.0	AR0090	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.173e-1	62.08	0.0	298	
PAR0104	4	1	156.0	AR0104	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.374e-2	68.25	0.0	298	
PAR0105	4	1	217.0	AR0105	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	8.381e-3	74.46	0.0	298	
PAR0109	4	1	219.0	AR0109	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.257e-5	101.08	0.0	298	
PAR0128	4	1	169.0	AR0128	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.083e-5	97.01	0.0	298	
PAR0124	4	1	172.0	AR0124	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	5.365e-4	87.74	0.0	298	
PPH5002	4	1	225.0	PH5002	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.289e-6	115.66	0.0	298	
PAR0110	4	1	190.0	AR0110	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	4.446e-6	110.53	0.0	298	
PAR0048	4	1	134.0	AR0048	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.596e-5	102.14	0.0	298	
PAR0115	4	1	190.0	AR0115	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	8.105e-6	109.69	0.0	298	
PAR0153	4	1	251.0	AR0153	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.00e-10	159.39	0.0	298	
PAR0094	4	1	174.0	AR0094	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	4.529e-4	89.49	0.0	298	
PPH5004	4	1	241.0	PH5004	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.021e-9	146.86	0.0	298	
PPP4000	4	1	272.0	PP4000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.008e-7	122.40	0.0	298	
PPH5000	4	1	225.0	PH5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.863e-6	114.13	0.0	298	
PGH5002	4	1	180.0	GH5002	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.491e-7	126.79	0.0	298	
PNTOL	4	1	137.1	NTOL	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.120452	61.38	0.0	298	
PUD5002	4	1	114.1	UD5002	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.015164	71.18	0.0	298	
PAU5000	4	1	114.1	AU5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.001516	82.07	0.0	298	
PAU4000	4	1	100.1	AU4000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.003809	77.72	0.0	298	
PAD2000	4	1	74.1	AD2000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.095678	62.47	0.0	298	
PAR0140OOH	4	1	172.1	AR0140OOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.809e-6	110.39	0.0	298	
PMBQN1K1OH	4	1	154.1	MBQN1K1OH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.000191	91.87	0.0	298	
PC73K1OHOOH	4	1	188.1	C73K1OHOOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	4.795e-6	109.30	0.0	298	
PDD5002	4	1	130.1	DD5002	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.004795	76.63	0.0	298	
PMBQN1OH	4	1	138.1	MBQN1OH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.003809	77.72	0.0	298	
PTOL3OH	4	1	140.1	TOL3OH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.5678e-5	95.14	0.0	298	
PMBQN2OH	4	1	154.1	MBQN2OH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.025e-5	100.59	0.0	298	
PTOL4OH	4	1	156.1	TOL4OH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.0368e-7	119.10	0.0	298	
PMBQN3OH	4	1	170.1	MBQN3OH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.025e-7	122.37	0.0	298	
PTOL5OH	4	1	172.1	TOL5OH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.0256e-9	144.15	0.0	298	
PTOL3OH1NO2	4	1	185.1	TOL3OH1NO2	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.0256e-7	122.37	0.0	298	
PTOL2OHOOH	4	1	156.1	TOL2OHOOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.204e-6	115.83	0.0	298	
PTOL4OH1NO2	4	1	201.1	TOL4OH1NO2	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.5164e-9	147.41	0.0	298	
PTOL3OHOOH	4	1	172.1	TOL3OHOOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.809e-8	132.17	0.0	298	
PBTOL3OHOOH	4	1	206.1	BTOL3OHOOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.809e-8	132.17	0.0	298	
PAD5000	4	1	130.1	AD5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.000190	91.87	0.0	298	
PDK5000	4	1	130.1	DK5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.00076	85.34	0.0	298	
PAD4000	4	1	116.1	AD4000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	7.6e-05	96.23	0.0	298	
PAA2000	4	1	90.1	AA2000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.004795	76.63	0.0	298	
PBTOL4OHOOH	4	1	222.1	BTOL4OHOOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.403e-10	156.13	0.0	298	
PAD4001	4	1	132.1	AD4001	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.567e-8	127.8	0.0	298	
PAK5000	4	1	146.1	AK5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.036e-7	119.1	0.0	298	
PBTOL5OHOOH	4	1	238.1	BTOL5OHOOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.036e-13	184.44	0.0	298	
PAA4000	4	1	148.1	AA4000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.025e-11	165.93	0.0	298	
PUD6000	4	1	128.1	UD6000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	0.0186	71.224	0.0	298	
PUD7000	4	1	156.1	UD7000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.168e-4	88.65	0.0	298	
PAR0132	4	1	122.1	AR0132	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	8.920e-3	74.079	0.0	298	
PBZALDOH	4	1	122.1	BZALDOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.809e-2	67.10	0.0	298	
PMe6Cy1U3K	4	1	138.1	Me6Cy1U3K	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.334e-2	67.10	0.0	298	
PFURR3	4	1	96.1	FURR3	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.516e1	44.86	0.0	298	
PFURR5	4	1	110.1	FURR5	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	8.468	44.86	0.0	298	
PAU6000	4	1	142.1	AU6000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	2.911e-4	88.937	0.0	298	
PDD3000	4	1	88.1	DD3000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.288e-2	74.475	0.0	298	
PDK4001	4	1	100.1	DK4001	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.1814	52.18	0.0	298	
PAU7000	4	1	172.1	AU7000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.969e-7	120.38	0.0	298	
PUU7000	4	1	124.2	UU7000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.618e-1	54.228	0.0	298	
PAK3000	4	1	88.1	AK3000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.145e-1	59.32	0.0	298	
PFURR6	4	1	112.1	FURR6	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.909e-3	80.6	0.0	298	
PFUROH	4	1	126.1	FUROH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.567e-2	64.9	0.0	298	
PA02000	4	1	60.1	A02000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	12.045	45.00	0.0	298	
PHOM1O	4	1	188.1	HOM1O	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.256e-5	100.0	0.0	298	
PHOM1ONO2	4	1	235.1	HOM1ONO2	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.516e-6	105.0	0.0	298	
PHOM1OOH	4	1	206.1	HOM1OOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.516e-7	122.0	0.0	298	
PHOM2O	4	1	220.1	HOM2O	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.568e-9	135.0	0.0	298	
PHOM2ONO2	4	1	267.1	HOM2ONO2	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.026e-10	150.0	0.0	298	
PHOM2OOH	4	1	238.1	HOM2OOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.909e-11	160.0	0.0	298	
PFURR6OHOOH	4	1	162.1	FURR6OHOOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	4.795e-9	125.0	0.0	298	
PAU50DN	4	1	159.1	AU50DN	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	9.568e-5	87.5	0.0	298	
PAR0138	4	1	198.1	AR0138	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.516e-5	100.0	0.0	298	
PHD2000	4	1	76.1	HD2000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.205	50.0	0.0	298	
PED5000	4	1	130.1	ED5000	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	3.809e-1	55.0	0.0	298	
PED5000OOH	4	1	162.1	ED5000OOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	6.037e-3	75.0	0.0	298	
PED5002OOH	4	1	134.1	ED5002OOH	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.205e-2	70.0	0.0	298	
PED4001	4	1	116.1	ED4001	687.d0	8.39d0	30.D-03	0.7	1.30D-06	0	--	-	1.205	50.0	0.0	298	
PIRDK3000	4	1	72.0	IRDK3000	687.d0	8.39d0	30.D-03	1.0	1.30D-06	1	HPHI	-	1.131e+2	35.19	0.0	298
PC7H9O9	4	2	237.00	C7H9O9	6.87E+02	8.39E+00	3.00E-02	1.00E+00	1.30E-06	0	BOTH	&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&2.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&1.00E+00&1.00E+00&1.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&3.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00&0.00E+00	5.9E-13	1.E+02   0.0 0.0
